ID,File,Project ID,Record Creation Date,Record Change Date,Person Type,Full Name,Preferred Name,Displayed Name,Family Name,Given Name,Terms of Address,Birth Name,Married Name,Indexed Name,Alternative Name,Pseudonym,Used Form,Nickname,Religious Name,Royal Name,Self Constructed Name,Styled Name,Titled Name,Orlando Standard Name,SameAs Wikidata,SameAs VIAF,SameAs Getty,Birth Date,Death Date,CWRC URI,Primary URI,Secondary URI
000fae6a-e30e-40e3-8f3a-5214f343a9cb,orlando_000fae6a-e30e-40e3-8f3a-5214f343a9cb,orlando,2020-09-03,2020-09-03,,James Mackittrick Adair,Adair James Mackittrick,,Adair,James Mackittrick,,,,,,,James Makittrick Adair,,,,,,,"Adair, James Mackittrick",,,,,,https://commons.cwrc.ca/orlando:000fae6a-e30e-40e3-8f3a-5214f343a9cb,http://id.lincsproject.ca/EXCVsTdfGv6,
0015241e-ef61-4e85-8b08-7ba7b73b6e07,orlando_0015241e-ef61-4e85-8b08-7ba7b73b6e07,orlando,2020-09-03,2020-09-03,,Charles Boole,Boole Charles,,Boole,Charles,,,,,,,,,,,,,,"Boole, Charles",,,,,,https://commons.cwrc.ca/orlando:0015241e-ef61-4e85-8b08-7ba7b73b6e07,http://id.lincsproject.ca/y6tAjCAmu2A,
0017b1a8-a9f9-4661-a17e-c10f933d0a8d,orlando_0017b1a8-a9f9-4661-a17e-c10f933d0a8d,orlando,2020-09-04,2020-09-04,,Judy Mann,Mann Judy,,Mann,Judy,,,,,,,,,,,,,,"Mann, Judy",,,,,,https://commons.cwrc.ca/orlando:0017b1a8-a9f9-4661-a17e-c10f933d0a8d,http://id.lincsproject.ca/keORYWWvxG8,
0019bc87-9b32-4c7a-bfe2-8597c9e6a498,orlando_0019bc87-9b32-4c7a-bfe2-8597c9e6a498,orlando,2020-09-03,2020-09-03,,Marshall Frady,Frady Marshall,,Frady,Marshall,,,,,,,,,,,,,,"Frady, Marshall",,http://viaf.org/viaf/70202261,,,,https://commons.cwrc.ca/orlando:0019bc87-9b32-4c7a-bfe2-8597c9e6a498,http://viaf.org/viaf/70202261,
001a224d-929a-4ed2-ad3a-c930487c5369,orlando_001a224d-929a-4ed2-ad3a-c930487c5369,orlando,2020-09-04,2020-09-04,,Patrick Harpur,Harpur Patrick,,Harpur,Patrick,,,,,,,,,,,,,,"Harpur, Patrick",,,,,,https://commons.cwrc.ca/orlando:001a224d-929a-4ed2-ad3a-c930487c5369,http://id.lincsproject.ca/vdIMKSLIwPU,
001a39ca-cc93-4550-a6a1-a2382120a663,orlando_001a39ca-cc93-4550-a6a1-a2382120a663,orlando,2020-09-04,2020-09-04,,Daniel Fisher,Fisher Daniel,,Fisher,Daniel,,,,,,,,,,,,,,"Fisher, Daniel",,,,,,https://commons.cwrc.ca/orlando:001a39ca-cc93-4550-a6a1-a2382120a663,http://id.lincsproject.ca/aJtsq768uj1,
001fecd0-3677-4648-9515-1041dacd0688,orlando_001fecd0-3677-4648-9515-1041dacd0688,orlando,2020-09-04,2020-09-04,,Max Stirner,Stirner Max,,Stirner,Max,,,,,,,,,,,,,,"Stirner, Max",http://www.wikidata.org/entity/Q76725,,,,,https://commons.cwrc.ca/orlando:001fecd0-3677-4648-9515-1041dacd0688,http://www.wikidata.org/entity/Q76725,
00225982-a461-499a-8b34-ea86ee50b01d,orlando_00225982-a461-499a-8b34-ea86ee50b01d,orlando,2020-09-04,2021-06-28,orl:BWW,Lady Arbella Stuart,Stuart Lady Arbella,,Stuart,Lady Arbella,,Arbella Stuart,,Lady Arabella Stuart,,,,,,,,Lady Arbella Stuart,,"Stuart, Lady Arbella",http://www.wikidata.org/entity/Q436074,http://viaf.org/viaf/35262460,,1575-10,1615-09-25,https://commons.cwrc.ca/orlando:00225982-a461-499a-8b34-ea86ee50b01d,http://www.wikidata.org/entity/Q436074,
00226abc-89a3-4dd9-9628-8051203d7e40,orlando_00226abc-89a3-4dd9-9628-8051203d7e40,orlando,2020-09-03,2020-09-03,,Erasmus Alvey Darwin,Darwin Erasmus Alvey,,Darwin,Erasmus Alvey,,,,,,,,,,,,,,"Darwin, Erasmus Alvey",http://www.wikidata.org/entity/Q5384940,,,,,https://commons.cwrc.ca/orlando:00226abc-89a3-4dd9-9628-8051203d7e40,http://www.wikidata.org/entity/Q5384940,
0024a31a-6f6a-4787-9e79-88d3085f49fb,orlando_0024a31a-6f6a-4787-9e79-88d3085f49fb,orlando,2020-09-04,2020-09-04,,John Mole,Mole John,,Mole,John,,,,,,,,,,,,,,"Mole, John",,,,,,https://commons.cwrc.ca/orlando:0024a31a-6f6a-4787-9e79-88d3085f49fb,http://id.lincsproject.ca/b7VGhBhXERI,
0025848a-7da7-44d2-bafc-8462215450ba,orlando_0025848a-7da7-44d2-bafc-8462215450ba,orlando,2020-09-05,2020-09-05,,John Fothergill,Fothergill John,,Fothergill,John,,,,,,,Dr John Fothergill,,,,,,,"Fothergill, John",,http://viaf.org/viaf/64309053,,,,https://commons.cwrc.ca/orlando:0025848a-7da7-44d2-bafc-8462215450ba,http://viaf.org/viaf/64309053,
0025e54c-76ba-42da-99d9-f7ba510ff8d9,orlando_0025e54c-76ba-42da-99d9-f7ba510ff8d9,orlando,2020-09-03,2020-09-03,,Louise Conant,Conant Louise,,Conant,Louise,,,,,,,,,,,,,,"Conant, Louise",,,,,,https://commons.cwrc.ca/orlando:0025e54c-76ba-42da-99d9-f7ba510ff8d9,http://id.lincsproject.ca/V1TobLLZuMF,
00274c7c-fd54-45fc-84c4-a0abf7f2b649,orlando_00274c7c-fd54-45fc-84c4-a0abf7f2b649,orlando,2020-09-04,2020-09-04,,James Manby Gully,Gully James Manby,,Gully,James Manby,,,,,,,,,,,,,,"Gully, James Manby",http://www.wikidata.org/entity/Q3161250,,,,,https://commons.cwrc.ca/orlando:00274c7c-fd54-45fc-84c4-a0abf7f2b649,http://www.wikidata.org/entity/Q3161250,
00292390-3922-43ea-9b40-6f9d5b610655,orlando_00292390-3922-43ea-9b40-6f9d5b610655,orlando,2020-09-03,2020-09-03,,Charles Gibbes,Gibbes Charles (1699 - 1779),,Gibbes,Charles,(1699 - 1779),,,,,,,,,,,,,"Gibbes, Charles,, (1699 - 1779)",,,,1699,1779,https://commons.cwrc.ca/orlando:00292390-3922-43ea-9b40-6f9d5b610655,http://id.lincsproject.ca/bHARgyMl1Dz,
002d39b2-15da-4a9a-a0fc-6365f75f6054,orlando_002d39b2-15da-4a9a-a0fc-6365f75f6054,orlando,2020-09-04,2020-09-04,,Lord Herbert Stuart,Stuart Lord Herbert,,Stuart,Lord Herbert,,,,,,,,,,,,,,"Stuart, Lord Herbert",,,,,,https://commons.cwrc.ca/orlando:002d39b2-15da-4a9a-a0fc-6365f75f6054,http://id.lincsproject.ca/xh2zuEmDveh,
002f2b16-8f59-47e7-b6f1-573f2713ac51,orlando_002f2b16-8f59-47e7-b6f1-573f2713ac51,orlando,2020-09-03,2020-09-03,,Ken Byron,Byron Ken,,Byron,Ken,,,,,,,,,,,,,,"Byron, Ken",,,,,,https://commons.cwrc.ca/orlando:002f2b16-8f59-47e7-b6f1-573f2713ac51,http://id.lincsproject.ca/FxYYVpdS9vy,
00300cbc-fe04-461f-be42-d798085a1f77,orlando_00300cbc-fe04-461f-be42-d798085a1f77,orlando,2020-09-03,2020-09-03,,David Feldman,Feldman David,,Feldman,David,,,,,,,,,,,,,,"Feldman, David",,http://viaf.org/viaf/89803434,,,,https://commons.cwrc.ca/orlando:00300cbc-fe04-461f-be42-d798085a1f77,http://viaf.org/viaf/89803434,
0033bb56-0253-4092-9893-3e4368c394c3,orlando_0033bb56-0253-4092-9893-3e4368c394c3,orlando,2020-09-04,2020-09-04,,Harriet Hardy,Hardy Harriet,,Hardy,Harriet,,,,,,,,,,,,,,"Hardy, Harriet",,,,,,https://commons.cwrc.ca/orlando:0033bb56-0253-4092-9893-3e4368c394c3,http://id.lincsproject.ca/C7ouWd9flfW,
00343e20-c968-49ac-b888-a24c40ae1eb9,orlando_00343e20-c968-49ac-b888-a24c40ae1eb9,orlando,2020-09-03,2020-09-03,,Mary Earle,Earle Mary,,Earle,Mary,,,,,,,,,,,,,,"Earle, Mary",,,,,,https://commons.cwrc.ca/orlando:00343e20-c968-49ac-b888-a24c40ae1eb9,http://id.lincsproject.ca/aylhUclW8Ye,
00350af4-f633-4213-851f-0265896dbc92,orlando_00350af4-f633-4213-851f-0265896dbc92,orlando,2020-09-04,2020-09-04,,Judith Moore,Moore Judith,,Moore,Judith,,,,,,,,,,,,,,"Moore, Judith",,,,,,https://commons.cwrc.ca/orlando:00350af4-f633-4213-851f-0265896dbc92,http://id.lincsproject.ca/Xvk6CtLObIo,
0038dc99-2d94-40b6-9289-5cdbfe1982c1,orlando_0038dc99-2d94-40b6-9289-5cdbfe1982c1,orlando,2020-09-03,2020-09-03,,Committee of 100,Committee of 100,,,,,,,,,,,,,,,,,Committee of 100,,,,,,https://commons.cwrc.ca/orlando:0038dc99-2d94-40b6-9289-5cdbfe1982c1,http://id.lincsproject.ca/vKRosvCEGyi,
003c4166-cbaa-432b-8040-b412d6d58b7e,orlando_003c4166-cbaa-432b-8040-b412d6d58b7e,orlando,2020-09-04,2020-09-04,,Eli Reuben,Reuben Eli,,Reuben,Eli,,,,,,,,,,,,,,"Reuben, Eli",,,,,,https://commons.cwrc.ca/orlando:003c4166-cbaa-432b-8040-b412d6d58b7e,http://id.lincsproject.ca/inQbNgcOYiW,
003c8552-013e-4780-a671-49e79b6c4b6b,orlando_003c8552-013e-4780-a671-49e79b6c4b6b,orlando,2020-09-04,2020-09-04,,Gordon McMullan,McMullan Gordon,,McMullan,Gordon,,,,,,,,,,,,,,"McMullan, Gordon",,,,,,https://commons.cwrc.ca/orlando:003c8552-013e-4780-a671-49e79b6c4b6b,http://id.lincsproject.ca/olEq0oaBnzZ,
003c901d-02a3-490f-8739-2c53fcef20aa,orlando_003c901d-02a3-490f-8739-2c53fcef20aa,orlando,2020-09-04,2020-09-04,,Margaret Harvey,Harvey Margaret,,Harvey,Margaret,,,,,,,,,,,,,,"Harvey, Margaret",,,,,,https://commons.cwrc.ca/orlando:003c901d-02a3-490f-8739-2c53fcef20aa,http://id.lincsproject.ca/dUOdwdLqsrJ,
003f19fe-0dca-4ec1-bf85-e094fe66d7cb,orlando_003f19fe-0dca-4ec1-bf85-e094fe66d7cb,orlando,2020-09-04,2021-07-15,,Alfredo Segré,Segré Alfredo,,Segré,Alfredo,,,,,,,Alfredo Segre,,,,,,,"Segré, Alfredo",,http://viaf.org/viaf/24557234,,,,https://commons.cwrc.ca/orlando:003f19fe-0dca-4ec1-bf85-e094fe66d7cb,http://viaf.org/viaf/24557234,
0040366c-d881-44cc-b7f9-816c0f0f90a8,orlando_0040366c-d881-44cc-b7f9-816c0f0f90a8,orlando,2020-09-03,2020-09-03,,Agnes Borthwick,Borthwick Agnes,,Borthwick,Agnes,,,,,,,,,,,,,,"Borthwick, Agnes",,,,,,https://commons.cwrc.ca/orlando:0040366c-d881-44cc-b7f9-816c0f0f90a8,http://id.lincsproject.ca/nIx1axfDoZd,
0042eefe-e0af-4cf1-ab29-8151af458cdf,orlando_0042eefe-e0af-4cf1-ab29-8151af458cdf,orlando,2020-09-03,2020-09-03,,Eleanor Brooksby,Brooksby Eleanor,,Brooksby,Eleanor,,,,,,,,,,,,,,"Brooksby, Eleanor",,,,,,https://commons.cwrc.ca/orlando:0042eefe-e0af-4cf1-ab29-8151af458cdf,http://id.lincsproject.ca/KgsWArGAgOi,
0044b5bf-d75f-4c1f-852f-bca88a22eaa1,orlando_0044b5bf-d75f-4c1f-852f-bca88a22eaa1,orlando,2020-09-03,2020-09-03,,Dwight Garner,Garner Dwight,,Garner,Dwight,,,,,,,,,,,,,,"Garner, Dwight",,,,,,https://commons.cwrc.ca/orlando:0044b5bf-d75f-4c1f-852f-bca88a22eaa1,http://id.lincsproject.ca/qmeg5kNlG2A,
00470b3d-b515-4598-bf40-cb53cc4866ce,orlando_00470b3d-b515-4598-bf40-cb53cc4866ce,orlando,2020-09-03,2022-07-06,,Anne Carmichael-Smith,Carmichael-Smith Anne,,Carmichael-Smith,Anne,,,,,,,,,,,,,,"Carmichael-Smith, Anne",http://www.wikidata.org/entity/Q55129723,,,,,https://commons.cwrc.ca/orlando:00470b3d-b515-4598-bf40-cb53cc4866ce,http://www.wikidata.org/entity/Q55129723,
00480faa-c5cb-4c0d-ac98-d75078bf3a98,orlando_00480faa-c5cb-4c0d-ac98-d75078bf3a98,orlando,2020-09-03,2020-09-03,,Sophie Dixon,Dixon Sophie,,Dixon,Sophie,,,,,,,,,,,,,,"Dixon, Sophie",,,,,,https://commons.cwrc.ca/orlando:00480faa-c5cb-4c0d-ac98-d75078bf3a98,http://id.lincsproject.ca/5dmlTm70cwE,
0049512c-1c6b-4d58-a529-51c88b1f91ef,orlando_0049512c-1c6b-4d58-a529-51c88b1f91ef,orlando,2020-09-04,2020-09-04,,Friedrich Schleiermacher,Schleiermacher Friedrich,,Schleiermacher,Friedrich,,,,,,,,,,,,,,"Schleiermacher, Friedrich",,,,,,https://commons.cwrc.ca/orlando:0049512c-1c6b-4d58-a529-51c88b1f91ef,http://id.lincsproject.ca/Q5xCKkhI7AO,
0049825a-bac4-4cba-b83c-d8fc685cda05,orlando_0049825a-bac4-4cba-b83c-d8fc685cda05,orlando,2020-09-04,2020-09-04,,Marsha Lederman,Lederman Marsha,,Lederman,Marsha,,,,,,,,,,,,,,"Lederman, Marsha",,http://viaf.org/viaf/35159697773103312746,,,,https://commons.cwrc.ca/orlando:0049825a-bac4-4cba-b83c-d8fc685cda05,http://viaf.org/viaf/35159697773103312746,
004a4ed7-1de4-4153-a08c-72e941a8022d,orlando_004a4ed7-1de4-4153-a08c-72e941a8022d,orlando,2020-09-03,2020-09-03,,William Blissett,Blissett William,,Blissett,William,,,,,,,,,,,,,,"Blissett, William",,,,,,https://commons.cwrc.ca/orlando:004a4ed7-1de4-4153-a08c-72e941a8022d,http://id.lincsproject.ca/MYbVixO10H2,
004b0936-9a8f-4806-a7e2-e730906a250e,orlando_004b0936-9a8f-4806-a7e2-e730906a250e,orlando,2020-09-04,2020-09-04,,Madeleine Shaw Lefevre,Lefevre Madeleine Shaw,,Lefevre,Madeleine Shaw,,,,,,,,,,,,,,"Lefevre, Madeleine Shaw",,,,,,https://commons.cwrc.ca/orlando:004b0936-9a8f-4806-a7e2-e730906a250e,http://id.lincsproject.ca/AmP9yAVa78p,
004c86e1-4093-4a3a-90ed-a41ae3741c34,orlando_004c86e1-4093-4a3a-90ed-a41ae3741c34,orlando,2020-09-03,2020-09-03,,Geraldine Bedell,Bedell Geraldine,,Bedell,Geraldine,,,,,,,,,,,,,,"Bedell, Geraldine",,,,,,https://commons.cwrc.ca/orlando:004c86e1-4093-4a3a-90ed-a41ae3741c34,http://id.lincsproject.ca/ymYtZ0Tz4Jb,
0050e010-acb6-4196-a923-289b6aa61283,orlando_0050e010-acb6-4196-a923-289b6aa61283,orlando,2020-09-04,2020-09-04,,Thomas Maguire,Maguire Thomas,,Maguire,Thomas,,,,,,,,,,,,,,"Maguire, Thomas",,,,,,https://commons.cwrc.ca/orlando:0050e010-acb6-4196-a923-289b6aa61283,http://id.lincsproject.ca/ulPTRmRiAHo,
00527b0f-5ec3-47c3-897f-a84ac7288f77,orlando_00527b0f-5ec3-47c3-897f-a84ac7288f77,orlando,2020-09-03,2020-09-03,,Jennifer Chenkin,Chenkin Jennifer,,Chenkin,Jennifer,,,,,,,,,,,,,,"Chenkin, Jennifer",,,,,,https://commons.cwrc.ca/orlando:00527b0f-5ec3-47c3-897f-a84ac7288f77,http://id.lincsproject.ca/173UNJZiSbm,
00562e40-5aba-488f-9246-6d5f006da8dc,orlando_00562e40-5aba-488f-9246-6d5f006da8dc,orlando,2020-09-04,2020-09-04,,John Pudney,Pudney John,,Pudney,John,,,,,,,,,,,,,,"Pudney, John",,http://viaf.org/viaf/16050760,,,,https://commons.cwrc.ca/orlando:00562e40-5aba-488f-9246-6d5f006da8dc,http://viaf.org/viaf/16050760,
0058a468-0fd6-4e84-9ba7-10db733d0104,orlando_0058a468-0fd6-4e84-9ba7-10db733d0104,orlando,2020-09-03,2020-09-03,,John Clubbe,Clubbe John,,Clubbe,John,,,,,,,,,,,,,,"Clubbe, John",,,,,,https://commons.cwrc.ca/orlando:0058a468-0fd6-4e84-9ba7-10db733d0104,http://id.lincsproject.ca/6B0F3vKZjuq,
005aa97b-6b0b-454d-a5ea-f8aab58f1620,orlando_005aa97b-6b0b-454d-a5ea-f8aab58f1620,orlando,2020-09-03,2020-09-03,,Bertram Cartland,Cartland Bertram,,Cartland,Bertram,,,,,,,,,,,,,,"Cartland, Bertram",,,,,,https://commons.cwrc.ca/orlando:005aa97b-6b0b-454d-a5ea-f8aab58f1620,http://id.lincsproject.ca/cRnCcT36C4n,
005dc302-fdd6-4945-9617-a0684f8c21e1,orlando_005dc302-fdd6-4945-9617-a0684f8c21e1,orlando,2020-09-04,2020-09-04,,Jean Baptiste Picquenard,Picquenard Jean Baptiste,,Picquenard,Jean Baptiste,,,,,,,,,,,,,,"Picquenard, Jean Baptiste",,,,,,https://commons.cwrc.ca/orlando:005dc302-fdd6-4945-9617-a0684f8c21e1,http://id.lincsproject.ca/TkgqnfgNsLC,
005dd408-79f2-44a7-87bf-e8e0cb958eef,orlando_005dd408-79f2-44a7-87bf-e8e0cb958eef,orlando,2020-09-04,2020-09-04,,Wogan Philipps,Philipps Wogan,,Philipps,Wogan,,,,,,,,,,,,,,"Philipps, Wogan",http://www.wikidata.org/entity/Q335851,,,,,https://commons.cwrc.ca/orlando:005dd408-79f2-44a7-87bf-e8e0cb958eef,http://www.wikidata.org/entity/Q335851,
006409f0-cd7f-430e-84f6-a4c830361e28,orlando_006409f0-cd7f-430e-84f6-a4c830361e28,orlando,2020-09-03,2020-09-03,,Gertrude Louisa Allen,Allen Gertrude Louisa,,Allen,Gertrude Louisa,,,,,,,,,,,,,,"Allen, Gertrude Louisa",,,,,,https://commons.cwrc.ca/orlando:006409f0-cd7f-430e-84f6-a4c830361e28,http://id.lincsproject.ca/ZXBIEkzhs5h,
00646fe6-88bc-4646-a980-88221b7c4715,orlando_00646fe6-88bc-4646-a980-88221b7c4715,orlando,2020-09-04,2020-09-04,,Charles Ephraim Robins,Robins Charles Ephraim,,Robins,Charles Ephraim,,,,,,,,,,,,,,"Robins, Charles Ephraim",,,,,,https://commons.cwrc.ca/orlando:00646fe6-88bc-4646-a980-88221b7c4715,http://id.lincsproject.ca/S6vOH2GthqZ,
0067e3df-7ffb-4989-a141-ec2ecd437b1b,orlando_0067e3df-7ffb-4989-a141-ec2ecd437b1b,orlando,2020-09-04,2020-09-04,,William Hallowes Miller,Miller William Hallowes,,Miller,William Hallowes,,,,,,,,,,,,,,"Miller, William Hallowes",,,,,,https://commons.cwrc.ca/orlando:0067e3df-7ffb-4989-a141-ec2ecd437b1b,http://id.lincsproject.ca/wf8ESy2MY3f,
006b9808-f0c2-4fae-9bc8-abda3fe24e87,orlando_006b9808-f0c2-4fae-9bc8-abda3fe24e87,orlando,2020-09-05,2020-09-05,,Carolyn Woodward,Woodward Carolyn,,Woodward,Carolyn,,,,,,,,,,,,,,"Woodward, Carolyn",,,,,,https://commons.cwrc.ca/orlando:006b9808-f0c2-4fae-9bc8-abda3fe24e87,http://id.lincsproject.ca/2DhMGBQFizJ,
006d243a-018f-4232-844e-60edf369c585,orlando_006d243a-018f-4232-844e-60edf369c585,orlando,2020-09-03,2020-09-03,,Sarah Cornell,Cornell Sarah,,Cornell,Sarah,,,,,,,,,,,,,,"Cornell, Sarah",,http://viaf.org/viaf/250245733,,,,https://commons.cwrc.ca/orlando:006d243a-018f-4232-844e-60edf369c585,http://viaf.org/viaf/250245733,
006df277-e555-4dbb-86b7-d82a0ea46998,orlando_006df277-e555-4dbb-86b7-d82a0ea46998,orlando,2020-09-04,2020-09-04,,Liliane Landor,Landor Liliane,,Landor,Liliane,,,,,,,,,,,,,,"Landor, Liliane",,,,,,https://commons.cwrc.ca/orlando:006df277-e555-4dbb-86b7-d82a0ea46998,http://id.lincsproject.ca/dHEU6oE2dQi,
007044e6-f89e-4561-9361-96c27fcc2903,orlando_007044e6-f89e-4561-9361-96c27fcc2903,orlando,2020-09-04,2020-09-04,,G. R. S. Mead,Mead G. R. S.,,Mead,G. R. S.,,,,,,,,,,,,,,"Mead, G. R. S.",,,,,,https://commons.cwrc.ca/orlando:007044e6-f89e-4561-9361-96c27fcc2903,http://id.lincsproject.ca/WPgEltYb3YR,
